id,title,year,rating,genre,director,overview,cast
304913,Amanush,1975.0,0.0,"Drama, Action",Shakti Samanta,"Madhusudan Chaudhary lives in a small fishing village in West Bengal, India, along with his wealthy but aging paternal uncle, who trusts him and lets him handle their estate and business. Madhusudan is in love with Dr. Anand's sister, Rekha, and everyone expects them to get married soon. Madhusudan's vices are drinking and having a good time, and this is what is held against him when a woman named Champa confides in Rekha that he had been intimate with her and as a result got her pregnant. Rekha confronts Madhusudan, but he denies everything, however, Rekha disbelieves him. Angry, he goes in search of Champa, only to find out that she is not to be found anywhere in the village.","Uttam Kumar, Sharmila Tagore, Prema Narayan, Anil Chatterjee, Utpal Dutt"
198727,Pinjar,2003.0,7.6,"Drama, Romance, Music",Chandra Prakash Dwivedi,"In the days leading up to Partition, a Hindu woman is abducted by a Muslim man. Soon, she finds herself not only forced into marriage, but living in a new country as the borders between India and Pakistan are drawn","Urmila Matondkar, Manoj Bajpayee, Sanjay Suri, Sandali Sinha, Isha Koppikar"
20971,Zinda,2006.0,3.7,"Action, Thriller",Sanjay Gupta,"The film is about a man, who has been imprisoned for 14 years, who has been released and has four days to figure out why he was imprisoned in the first place.","Sanjay Dutt, John Abraham, Celina Jaitly, Mahesh Manjrekar, Lara Dutta"
296527,Haqeeqat,1995.0,6.0,"Drama, Action, Crime",Kuku Kohli,"After her husband, Ravi Malhotra, is killed, Sudha lives the life of a widow with her brother, Mahesh, and Bhabhi, Kamini. A new tenant, Ajay, comes to her rescue when she is molested by Bhavani's brother, both fall in love and decide to get married. Kamini initially opposes this match, but subsequently relents and both get married. Shortly thereafter she gets pregnant and it is then she finds out that Ajay is not who he claims to be, and may have been responsible for killing her husband.","Ajay Devgn, Tabu, Aruna Irani, Mohan Joshi, Ishrat Ali"
383404,Kucch To Hai,2003.0,4.2,"Mystery, Horror, Thriller, Romance",Anurag Basu,"A group of friends, who have a dark past, reunite at a wedding where a mysterious assailant tries to murder them for the sake of revenge.","Tusshar Kapoor, Esha Deol, Anita Hassanandani Reddy, Vrajesh Hirjee, Yash Tonk"
71481,404: Error Not Found,2011.0,5.9,"Drama, Mystery, Thriller",Prawaal Raman,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,"Rajvvir Aroraa, Mukesh Bhhatt, Amod Burande, Tisca Chopra, Nishikant Kamat"
552935,Surakshaa,1995.0,4.3,"Action, Crime, Romance, Drama",Anand,"The diamond ring worn by Kiran catches the attention of two rival outlaws, Jagtap and Dhanraj. Dhanraj dispatches his two men Kiran's Uncle Laxman Singh and Vikram Singh while Jagtap hires Raja - all of them have a motive of acquiring this ring at any cost. They all lodges their stay in the hotel Kiran is staying only to find another young man, Amar who is employed as a waiter. The major short-coming is none of them are not who they claim they are.","Saif Ali Khan, Aditya Pancholi, Suniel Shetty, Divya Dutta, Monica Bedi"
180564,Adventures of Tarzan,1985.0,0.0,Adventure,Babbar Subhash,"A hunter hired by a circus owner travels to the jungle to capture the legendary ape man, Tarzan, in this adventurous new tale. He's brought to the circus, where he's forced to perform as the newest attraction. But it's there he meets Ruby, a pretty woman in the troupe who falls in love with him after he saves her life. Is love strong enough to tame Tarzan, or will he heed the call of the wild and escape?","Hemant Birje, Kimi Katkar, Dalip Tahil, Om Shivpuri, Narendra Nath"
432693,Sawan Ko Aane Do,1979.0,10.0,"Family, Drama, Romance",Kanak Mishra,"Chandramukhi, the city educated daughter of the village zamindar returns to Ramnagar, a typical village. There she meets her childhood friend Birju aka Brij Mohan. He has a lovely voice and she encourages him to pursue singing. Eventually Brij and Chandramukhi fall in love, but Chandramukhi's father cuts it abruptly and sends her to Lucknow. A short while later Brij arrives at Lucknow. Gitanjali, Chandramukhi's friend, is thrilled by his voice and helps him get a job at Aakashvani through her father. Brij returns to Ramnagar to ask Chandramukhis hand in marriage but is once again rebuked. He returns and goes on to become a great singer in Mumbai with Gitanjali by his side. All through he yearns for Chandramukhi as she yearns for him. How he manages to marry her forms the rest of the story.","Rita Bhaduri, Arun Govil, Zarina Wahab, Amrish Puri"
538126,Lupt,2018.0,4.0,"Horror, Thriller",Prabhuraj,A road trip turns into a spooky nightmare as a family of four is attacked by strange entities,"Javed Jaffrey, Vijay Raaz, Meenakshi Dixit, Rishina Kandhari, Niki Aneja Walia"
161227,Jaanam Samjha Karo,1999.0,4.9,"Drama, Romance",Andaleeb Sultanpuri,Love slowly develops between a spoiled young rich man and a nightclub dancer he tries to impress.,"Salman Khan, Urmila Matondkar, Jaspal Bhatti, Shammi Kapoor, Shakti Kapoor"
141603,Gunda,1998.0,5.4,Action,Kanti Shah,"Shankar, a coolie, comes in the way of the bad guys, Bulla and his cronies. They kill his father and sister. Shankar vows revenge and eliminates all of them in bizarre and gruesome fashion.","Mithun Chakraborty, Verna Raj, Ishrat Ali, Rana Jung Bahadur, Bajrangi"
1014060,Zwigato,2023.0,6.5,Drama,Nandita Das,"Manas, an ex-factory floor manager loses his job during the pandemic. He is then forced to work as a food delivery rider, grappling with the app and the world of ratings and incentives. Life is relentless for him, but not without shared moments of joy with his wife, Pratima. The film captures the life of invisible 'ordinary' people, hidden in plain sight.","Kapil Sharma, Shahana Goswami, Sayani Gupta, Swanand Kirkire, Gul Panag"
688909,Breast Tax,2018.0,0.0,History,Yogesh Pagare,"Nangeli, a comrade from the so called lower caste fights against the caste discrimination where women are not allowed to wear cloth over the upper part of their body","Anushree Kushwaha, Gautam Shyam Bhojpuria, Nazneen Patni, Saumyy Shivhare, Shashank Prajapati"
49496,Aashiq Banaya Aapne,2005.0,4.2,"Drama, Thriller, Romance",Aditya Datt,"An introvert is unable to express his feelings to the girl he loves. His friend proposes to her and she accepts, but leaves him when she discovers he is a flirt; however, destiny has other plans.","Emraan Hashmi, Tanushree Dutta, Sonu Sood, Preeti Ganguli, Navin Nischol"
35695,Welcome to Sajjanpur,2008.0,5.4,Comedy,Shyam Benegal,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.","Shreyas Talpade, Amrita Rao, Kunal Kapoor, Ravi Kishan, Ravi Jhankal"
33146,Om Jai Jagadish,2002.0,5.1,Drama,Anupam Kher,"Widowed Mrs. Saraswati Batra (Waheeda Rehman) has brought up three sons with a lot of care and love. Her eldest son Om (Anil Kapoor) is very honest and diligent; her two other sons Jai (Fardeen Khan), and Jagdish (Abhishek Bachchan) also live in the same house. this is their story","Waheeda Rehman, Anil Kapoor, Fardeen Khan, Abhishek Bachchan, Mahima Chaudhry"
210915,Doosara Aadmi,1977.0,10.0,"Drama, Romance",Ramesh Talwar,"Nisha, an accomplished architect is a reclusive after the tragic death of her boyfriend, Shashi Saigal. This is when Karan Saxena offers her employment with his advertising agency, she accepts. Though only she knows that Karan, newly married with Timsi resembles Shashi a lot, and she will do anything in her power to get him.","Rakhee Gulzar, Rishi Kapoor, Neetu Singh, Shashi Kapoor, Deven Verma"
198343,Narsimha,1991.0,4.9,Action,N. Chandra,"Narsimha a young and captive man lives a middle-class life with his family in a quiet neighbourhood. He gets his beautiful sister to marry an eligible young man in their vicinity. On the occasion of his sister giving birth, he returns home to find that conflict arise between his neighbourhood and another neighbourhood where he seek refuge in a dwelling area nearby only to return and find out that his whole family has been murder. Without no aim left in life, Narasimha decided to turn to crime and alcohol. He later decided to work for a man-call Suraj Narayan Singh. But when Suraj asks him to kill Ravi Rastogi for falling in love with his daughter, Meenu. Narasimha refuses, and on the contrary joins forces with Ravi, his sister, Anita, to force Suraj to get the young couple married. This kind of conflict escalates to such proportions that Suraj finally gets arrested and lodged in a cell.","Sunny Deol, Dimple Kapadia, Urmila Matondkar, Om Puri, Ravi Behl"
318106,Hawaizaada,2015.0,5.4,"Drama, Fantasy, History",Vibhu Puri,"In 1895, Shivkar Bapuji Talpade constructs and flies India's first unmanned plane, despite having the odds stacked against him.","Ayushmann Khurrana, Mithun Chakraborty, Jeffrey Goldberg, Pallavi Sharda, Naman Jain"
546314,Har Har Mahadev,1974.0,6.8,Unknown,Chandrakant Gaur,Film adaptation of the Shiva Purana,"Dara Singh, Jayshree Gadkar, Asit Sen, Abhi Bhattacharya, Randhawa"
494255,Maahir,1996.0,0.0,Family,Lawrence D'Souza,"Kamini falls in love with Amar and they get married. On her way to meet her in-laws, Kamini is arrested for drug possession. Years later, she seeks revenge for the wrong that was done to her.","Govinda, Hema Malini, Raj Babbar, Farha Naaz, Anupam Kher"
331695,Shaadi Ka Laddoo,2004.0,0.0,Comedy,Raj Kaushal,"Shomu and his wife Meenu are happily married with two kids. Shomu decides to travel to Britain for business reasons, as well as to meet his old friend, Ravi Kapoor.","Mandira Bedi, Sanjay Suri, Aashish Chaudhary, Divya Dutta, Sameer Malhotra"
482234,Bees Saal Baad,1989.0,5.0,Horror,Rajkumar Kohli,"An evil spirit plots to possess a young, newly-married woman by driving nails into her legs.","Mithun Chakraborty, Dimple Kapadia, Meenakshi Sheshadri, Om Prakash, Shiva Rindani"
304200,Ek Shriman Ek Shrimati,1969.0,0.0,"Drama, Romance",Bhappi Sonie,"Deepali is the only daughter of a wealthy but deceased industrialist, Lakhanpal. While on a holiday in Northern India, she meets with and gets friendly with Pritam. Unknown to her, Pritam has fallen head over heels in love with her, and wants to marry her. After Deepali returns home, Pritam follows her, meets with her maternal uncle, Choudhary, and creates a very good impression of himself. As a result, Choudhary is convinced that Pritam will make a good husband for Deepali. When Deepali finds out, she is enraged, as she has seen Pritam only as a friend, and her true love is another eligible young man by the name of Ajit, who Deepali has decided to make her life-partner, regardless of any and all consequences.","Shashi Kapoor, Babita Kapoor, Prem Chopra, Helen, Rajendranath Malhotra"
543735,Ashanti,1982.0,10.0,"Action, Adventure",Umesh Mehra,A police officer is framed for a bank robbery and arrested and sent to prison. His mother hears this and dies of shock. When released he sets out to take revenge from the people who ruined his life.,"Rajesh Khanna, Zeenat Aman, Parveen Babi, Shabana Azmi, Mithun Chakraborty"
54255,Kissi Se Na Kehna,1983.0,6.2,Comedy,Hrishikesh Mukherjee,"Kailashpati is a widower, and father of an only son, Ramesh. He feels that his son has come of age, and must get married. He goes to see a number of young ladies for him, but is disappointed with them, as he feels they are too modern, speak English, and listen to foreign music. He feels that Ramesh will be better off marrying a non-English speaking lady, preferably from a small village. But the predicament of Ramesh is that he is already in love with Ramola, a very well qualified, English speaking Doctor, and he knows fully well that she will not be approved by his dad. So Ramesh, Ramola and Lalaji concocts a plot, making Ramola masquerade as a naive, non-English speaking village belle, with hilarious and unpredictable results.","Farooq Shaikh, Deepti Naval, Utpal Dutt, Deven Verma, Saeed Jaffrey"
171767,"I, Me aur Main",2013.0,4.4,Drama,Kapil Sharma,"As Ishaan, a music producer who takes advantage of the women in his life, feels a connection with Gauri, his new next-door neighbor, he begins to learn the importance of friendship - causing him to work to repair his relationships.","John Abraham, Chitrangada Singh, Prachi Desai, Zarina Wahab, Raima Sen"
729081,My Client's Wife,2020.0,6.4,"Mystery, Thriller",Pushkar Bhaskar Pant,"Manas Verma, a lawyer, is defending Raghuram Singh who is accused of assaulting his wife. However, Raghuram claims that he is being framed. To get to the bottom of the matter, Verma starts investigating the case further and finds that not everything is the way that it seems. Manas uncovers some shocking truths that might change the case.","Anjali Patil, Sharib Hashmi, Abhimanyu Singh, Gireesh Sahedev, Vishal Om Prakash"
14751,Dasvidaniya,2008.0,6.8,"Comedy, Drama",Shashant Shah,"A man who loves to make ""to-do lists"" makes one last bucket list when he realizes he is about to die.","Vinay Pathak, Ranvir Shorey, Rajat Kapoor, Neha Dhupia, Saurabh Shukla"
230433,Daddy,1989.0,0.0,"TV Movie, Drama",Mahesh Bhatt,"Pooja has been brought up by her grandparents, and has no recollection of her mom and dad. She is told by her grandpa, Kantaprasad, that her dad had passed away. Years later, Pooja has now grown up. She starts getting mysterious phone calls from a male who merely says ""I love you"", and hangs-up. When her grandpa has these phone calls traced, the caller is Anand, Pooja's dad. Kantaprasad has him beaten up, and warns him against contacting Pooja again. When Pooja is being molested by a male in her apartment building, Anand comes to her rescue, and it is then Pooja comes to know that this shabby, alcoholic man is her dad. Will Pooja accept him, or will she follow her grandpa's advise and continue on with her life.","Pooja Bhatt, Anupam Kher, Avtar Gill, Pramod Moutho, Soni Razdan"
529526,Kabzaa,1988.0,5.0,"Action, Crime, Drama",Mahesh Bhatt,"Ranjit Verma is lawyer to criminal Veljibhai who gets involved with Ranjit's brother, Ravi. Veljibhai, with the help of Ravi, tries to steal the property of Ustad Ali.","Raj Babbar, Sanjay Dutt, Amrita Singh, Alok Nath, Paresh Rawal"
161457,Paandav,1995.0,4.5,Unknown,Raj N. Sippy,"Inspector Vijay lives with his elder brother, Assistant Commissioner of Police, Ashwini Kumar; and sister-in-law, Jyoti, in a upper middle-class community in India. Assigned an investigation, which leads Vijay to conclude that the crime was committed by K.K. Kelva's man, he risks his life to arrest him, and hold him in prison until such time a date is fixed for a court hearing. Vijay also interrogates his prisoner, often using excessive force. Shortly thereafter, Vijay is instructed to release the prisoner - and the person who instructs him thus is no other than his very own brother, Ashwini, who it seems on the pay-roll of Kelva and his gangsters. What can Vijay possibly do to bring an end to this illicit relationship?","Akshay Kumar, Prithvi Vazir, Kanchan, Nandini Bhaktavatsala"
1092654,Gaslight,2023.0,5.4,"Horror, Thriller",Pavan Kirpalani,"Meesha, a young paraplegic woman confined to a wheelchair, returns to her family’s royal estate after 15 years at the behest of her estranged father, only to learn that he’s mysteriously missing and probably dead.","Sara Ali Khan, Vikrant Massey, Chitrangada Singh, Rahul Dev, Akshay Oberoi"
627072,Axone,2019.0,5.5,"Drama, Comedy",Nicholas Kharkongor,"This bittersweet comedy follows North-east Indians in Delhi who are attempting to organize a wedding party, but soon find everything going wrong.","Sayani Gupta, Lin Laishram, Dolly Ahluwalia, Jimpa Sangpo Bhutia, Lanuakum Ao"
241180,Swarg,1990.0,6.3,"Drama, Family",David Dhawan,"Living in a posh mansion named Swarg, this is the story of Sahabji, his wife sister Jyoti, two brothers, and a sister-in-law. Sahabji has a clash of wits with Dhanraj, who successfully schemes with Sahabji's two brothers, and takes over the prestigious mansion and vast business empire, leaving Sahabji virtually penniless, and devastated with the passing away of his wife. His brothers have now taken over the money, and his business. It is now up to a servant of the mansion, Krishna to set things right for Sahabji's household. How can a poor servant succeed against rich and powerful individuals?","Rajesh Khanna, Govinda, Madhavi, Juhi Chawla Mehta, Dilip Dhawan"
28805,Apaharan,2005.0,6.4,"Action, Crime, Drama",Prakash Jha,"Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.","Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan, Mohan Agashe"
208540,Once Upon a Time in Mumbai Dobaara!,2013.0,5.3,"Action, Crime, Drama",Milan Luthria,"Shoaib's life takes a precarious turn when he finds himself pitted against a younger contemporary - not just in ""business"", but in love...","Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Kurush Deboo"
75352,Abhimaan,1973.0,7.1,"Drama, Romance",Hrishikesh Mukherjee,"A popular singer encourages his wife to sing, but tensions mount between the pair when his career begins to falter and her own musical career and popularity surpasses his own.","Amitabh Bachchan, Jaya Bachchan, Asrani, Bindu Desai, Durga Khote"
193568,Inkaar,1977.0,7.3,"Thriller, Drama",Raj N. Sippy,"Haridas Choudhury, a wealthy and honest shoe company owner, faces a moral dilemma when his Chauffeur's son (Bansi) is mistakenly kidnapped instead of his son.  Inspector Amar is assigned to the case and while the search for Bansi is on-going Haridas is losing control of his company.","Shreeram Lagoo, Vinod Khanna, Sadhu Meher, Vidya Sinha, Lily Chakravarty"
104299,Chand Ke Paar Chalo,2006.0,4.8,"Drama, Romance",Mustafa Engineer,"The main protagonist is Chander, a tourist photographer in the Indian city of Nainital who lives with his parents (played by Alok Nath and Kanu Gill) and best friend Johnny (played by Sanjay Narvekar). While on his way to work, he meets a stage dancer (a banjaran) named Nirmala [played by Preeti Jhangiani] and is seduced by her beauty. He takes photographs of her and later befriends her, serenading her with sweet nothings about ""taking her across the moon and stars"" and promises to take her to the city of dreams, Mumbai. She agrees to be with him, despite objections from her guardians, her uncle (played by (Tej Sapru) and aunt (played by Himani Shivpuri) who had other plans for her. From there her career as a star begins under a new name, Garima.","Preeti Jhangiani, Sanjay Narvekar, Sahib Chopra, Shakti Kapoor, Himani Shivpuri"
131242,Jagte Raho,1956.0,5.9,"Thriller, Comedy",Amit Mitra,"Entering an apartment block in search of a drink of water, a naive peasant finds himself mistaken for a thief and is chased by the residents. Whilst evading capture, he inadvertently exposes the venality and dishonesty of the building's middle class occupants.","Raj Kapoor, Nargis, Pradeep Kumar, Motilal, Sumitra Devi"
23702,Acid Factory,2009.0,5.4,"Action, Crime, Thriller",Suparn Verma,Five people trapped in a factory where two hostages and three are kidnappers but they them self do not know who are kidnappers and hostages.As they all are suffering from temporary memory loss.,"Fardeen Khan, Manoj Bajpayee, Aftab Shivdasani, Irrfan Khan, Dino Morea"
360817,Bhaag Johnny,2015.0,6.0,Thriller,Shivam Nair,"Blackmailed into murdering, a casanova is presented with the opportunity of living two lives. One in which he commits the crime and the other in which he refuses and goes on the run.","Kunal Khemu, Zoa Morani, Mandana Karimi, Vikram Bhatt, Urvashi Rautela"
160243,Oh Darling! Yeh Hai India!,1995.0,4.8,Comedy,Ketan Mehta,Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,"Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri"
401772,Anari,1993.0,5.3,"Family, Drama, Comedy, Romance",K. Murali Mohana Rao,"Rajnandini, a rich girl, appoints Rama, a simpleton, as her bodyguard. She soon falls in love with him, which creates havoc in his life.","Venkatesh, Karisma Kapoor, Laxmikant Berde, Johny Lever, Suresh Oberoi"
19671,Ugly Aur Pagli,2008.0,2.3,"Drama, Romance",Sachin Kamlakar Khot,"It is a story of Kabir, a carefree guy who has been studying engineering for the last ten years now, whose life goes for a sixer when he meets the quirky and kinky Kuhu. Kabir always wanted a girl to love but he never in his wildest dreams thought he would encounter a girl who could make him dance around circles, run around naked, ride cycles without seats, wear high heels, and many other things","Ranvir Shorey, Mallika Sherawat, Tinnu Anand, Sushmita Mukherjee, Payal Rohatgi"
582108,Pal Pal Dil Ke Paas,2019.0,5.8,Romance,Sunny Deol,Pal Pal Dil Ke Paas a love story set in snowy hilly regions of Himachal Pradesh with all of the complexities of love. It is a 2019 Indian Hindi-language romantic drama film directed by Sunny Deol and produced by Sunny Sounds Pvt Ltd and Zee Studios.,"Karan Deol, Sahher Bambba, Simone Singh, Mannu Sandhu, Kallirroi Tziafeta"
428227,Motu Patlu: King of Kings,2016.0,9.0,"Animation, Adventure, Comedy, Family",Suhas Kadav,"Motu and Patlu are your home-grown Laurel and Hardy in an animation avatar. They befriend a circus lion, Guddu and attempt to save the jungle from a greedy poacher.","Vinay Pathak, Saurav Chakraborty"
242716,Aastha: In the Prison of Spring,1997.0,4.0,Drama,Basu Bhattacharya,"Aastha: In the Prison of Spring is a story of a lower middle class happy nuclear family. The lady of the family gets involved in prostitution, owing to the not-so-good financial condition of the family. It is the story of the guilt that comes with the money and the cobweb that such a route entails that its quite an effort to come out of the profession once one enters it.","Rekha, Om Puri, Dinesh Thakur, Daisy Irani, Shruti Patel"
642566,Ghar Jamai,1992.0,4.5,"Comedy, Family",Arun Bhatt,"Anil is an ethical man who lives by his principles. This impresses Dwarka, a millionaire, who wants to make him his son-in-law. However, after marriage, he insists that Anil move in with his in-laws.","Mithun Chakraborty, Varsha Usgaonkar, Amita Nangia, Kader Khan, Shakti Kapoor"
232496,Bichhoo,2000.0,4.9,"Action, Crime, Thriller",Guddu Dhanoa,"Jeeva is a small-time criminal who treasures his solitude, but perky girl-next-door Rani works hard to befriend her sullen neighbor. He rebuffs all her advances -- until a gang of criminals kills Rani's family. In a gross miscarriage of justice, the criminals are set free. Jeeva's sympathy for Rani quickly turns into feelings of love, and to prove his affection, he trains Rani as a weapons expert so she can avenge her murdered family.","Bobby Deol, Rani Mukerji, Malaika Arora, Ashish Vidhyarthi, Farida Jalal"
517101,Nishant Tanwar : Dilli Se Hoon B*@!%D,2018.0,6.0,Comedy,Aakash Motiani,"Delhi boy Nishant Tanwar’s latest stand-up special “Dilli Se Hoon B*@!%D” is a code for all Delhiites to abide by. Known as bhai by his fans, Nishant shares hilarious life experiences, the background he comes from, his dad, his friends, his girlfriend and his girlfriend’s boyfriend.",Nishant Tanwar
330636,Katti Batti,2015.0,5.4,"Comedy, Romance, Drama",Nikkhil Advani,A man falls in love with a woman because of her outlook on life. They are in a relationship for five years until a sudden turn of events causes a problem in their relationship.,"Kangana Ranaut, Imran Khan, Vivan Bhatena, Mithila Palkar, Suparna Marwah"
965653,Khuda Haafiz Chapter 2: Agni Pariksha,2022.0,6.6,"Drama, Action, Romance",Faruk Kabir,"Following a traumatic chapter in their lives, Sameer and Nargis try to lead a happy life by adopting Nandini, a friend's orphaned niece. But fate soon strikes back hard when Nandini goes missing.","Vidyut Jammwal, Shivaleeka Oberoi, Rukhsar Rehman, Sheeba Chaddha, Rajesh Tailang"
166233,Kyo Kii... Main Jhuth Nahin Bolta,2001.0,5.1,Comedy,David Dhawan,"Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.","Govinda, Sushmita Sen, Rambha, Satish Kaushik, Anupam Kher"
1085572,The World of Mirzapur,2020.0,0.0,Unknown,Unknown,Unknown,Unknown
140231,Elaan,2005.0,5.6,"Drama, Action, Thriller",Vikram Bhatt,"India is held at ransom by international extortionist, Baba Sikander and his brothers. It is up to five heroes to stop him.","Arjun Rampal, Rahul Khanna, Ameesha Patel, Mithun Chakraborty, John Abraham"
159439,Junglee,1961.0,5.2,Unknown,Subodh Mukherji,A humorless and pompous businessman goes wild when he falls in love. Now if only his domineering mother could understand his new lease on life.,"Saira Banu, Shammi Kapoor, Shashikala, Asit Sen, Helen"
136542,Family: Ties of Blood,2006.0,5.8,"Action, Crime, Drama, Thriller",Rajkumar Santoshi,"The story is on the concept of karma and bad deeds. It follows Viren Sahai (Amitabh Bachchan), underworld don who rules over India. His son Abhir (Sushant Singh) is spoilt and believes he can do anything due to his father's power. When Viren's enemy Khan (Kader Khan) attacks Abhir, Viren demands revenge.","Amitabh Bachchan, Akshay Kumar, Bhumika Chawla, Aryeman Ramsay, Sushant Singh"
463307,Ilzaam,1986.0,0.0,"Family, Drama",Shibu Mitra,"When Aarti's father disapproves of Ajay's poor status, Ajay goes away from her life. When she finally meets him, he claims to be Vijay. Meanwhile, Vijay's policeman brother makes a shocking discovery.","Shashi Kapoor, Shatrughan Sinha, Anita Raj, Neelam Kothari, Govinda"
628566,Satellite Shankar,2019.0,7.8,"Action, Drama",Irfan Kamal,"Indian Army soldier Shankar gets injured in cross-firing at the border. Senior Officer suggests he take 8 days to rest after consultation with doctors. Shankar requests for leave instead of rest, officers agree and tell him to report to duty on the morning of the 8th day. While traveling, he helps citizens and ends up missing his train. Online news reporter covers his story without acknowledging him. The story later revolves around how he reaches his home and then back to duty in a short span of time.","Sooraj Pancholi, Megha Akash, Palomi Ghosh, Upendra Limaye, Asif Basra"
445396,Duniya,1968.0,4.0,"Drama, Family",Tatineni Prakash Rao,An advocate faces heavy odds defending the brother of his sweetheart.,"Dev Anand, Vyjayanthimala, Balraj Sahni, Johnny Walker, Prem Chopra"
263828,Youngistaan,2014.0,5.0,"Drama, Romance",Syed Ahmed Afzal,"Abhimanyu Kaul - a young, independent, Games Developer, living in Japan and the love of his life, Anwita Chauhan - a bubbly, passionate and full of life, summer intern. Their happy and content life faces the test of time, when blood ties and the pressure of being born into the first family of India tears a young Abhimanyu between his love for Anwita and a promise made to his dying father, the Prime Minister of India. Being a public figure, by reluctantly accepting to represent the governing party, much against his own wishes and at the cost of his private life, is a double-edged sword that Abhimanyu must walk on.","Boman Irani, Farooq Shaikh, Jacky Bhagnani, Neha Sharma, Kayoze Irani"
159434,"Good Boy, Bad Boy",2007.0,4.6,"Comedy, Romance",Ashwini Chaudhary,Two college students exchange their classes after the college management mixed their identical names by mistake.,"Tusshar Kapoor, Emraan Hashmi, Isha Sharvani, Tanushree Dutta, Paresh Rawal"
705701,Gangs of Wasseypur - Making Uncut -  The Roots of Revenge from Wasseypur,2013.0,8.5,Documentary,Neeraj Ghaywan,"An extensive, in-depth account of the making of an ultimate revenge saga through the eyes of Anurag Kashyap, the cast and the crew of ""Gangs of Wasseypur"".","Nawazuddin Siddiqui, Anurag Kashyap, Manoj Bajpayee, Richa Chadha, Pankaj Tripathi"
265289,Purani Jeans,2014.0,4.8,Romance,Unknown,"Purani Jeans is a film based on the belief that friendship is like a pair of old jeans—the more you wear them the better it gets. The summer now unfolds more dramatically as the boys make detrimental choices—of love, sex, friendship, jealousy, heartbreaks & betrayal, finally leading to broken bonds of friendship. The film travels with Siddharth as he explores equations with his past—to rebuild friendships with his four friends whom he grew up with in a small town in Himachal Pradesh in India. When Siddharth lands in India from the US, ghosts from his youth loom up. He finally overcomes the complications and sets right all the wrongs done in his past & rediscovers bonds of friendship.I n the end Siddharth goes back to New York a better man; reconciled with his past & most importantly rediscovering a happier today. He returns to New York with the belief that friendship is indeed like Purani Jeans, the older the better!!","Izabelle Leite, Aditya Seal, Tanuj Virwani, Sarika, Rati Agnihotri"
107196,Paap Ki Duniya,1988.0,6.5,Adventure,Shibu Mitra,"Gangster Pasha has brought up young Suraj as his own son, and has taught him all the skills needed for theft, break & enter, and acting as a hitman. Years later, Suraj has grown up and has become an expert in these skills. The law does catch up to him, and he is imprisoned. When he completes his sentence, he re-enters his world of crime with Pasha. One day he meets up with beautiful Aarti, and falls in love with her. Aarti too is attracted to him, and eventually falls in love with him. When Aarti finds out about his profession, she is dismayed and shocked, and will not have anything to do with him, unless and until he promises to give up on this career. Suraj does so, only to find Aarti's boyfriend Inspector Vijay to out to arrest him by hook or by crook on one hand, and on the other Pasha has ordered his death.","Sunny Deol, Neelam Kothari, Chunky Pandey, Pran Sikand, Danny Denzongpa"
66292,Agni Sakshi,1996.0,6.9,"Drama, Thriller",Partho Ghosh,"Suraj Kapoor is a single, wealthy young man. One day he meets Shubangi, and they fall in love. Shortly thereafter they marry and settle down to enjoy a harmonious married life. During their stay at a hotel, the couple are approached by a man who claims that Shubangi is his wife and her real name is Madhu. Suraj and Shubangi are shocked and ask him to leave, which he does. Then the guy rings up Suraj one night and asks him to come to his room. When Suraj comes the guy tells him that his name is Vishwanath.","Nana Patekar, Jackie Shroff, Manisha Koirala, Divya Dutta, Alok Nath"
211821,Kya Love Story Hai,2007.0,6.2,"Comedy, Drama, Romance",Lovely Singh,"Kajal has always dreamt of a particular guy in her life. Arjun is a good-for-nothing type of a guy; he is not ambitious or serious about his work. So when she actually comes to know him more and more, she realizes what she wanted in life was not right.","Tusshar Kapoor, Ayesha Takia, Karan Hukka, Rahul Singh, Shyam Mashalkar"
432140,Gurgaon,2017.0,4.9,"Crime, Thriller",Shanker Raman,"A real estate baron Kehri Singh manages 'Preet Real Estate' which he runs in his daughter's name whom he consider's to be his lucky mascot. A sidelined and insulted Nikki Singh is ignored by his father and is considered to be insolent, useless and unlucky. In order to pay off a huge debt to a local criminal, Nikki sets off a chilling event that forces his father to revisit his dark past and confront a brutal truth.","Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Shalini Vatsa, Aamir Bashir"
