id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
2977,en,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,2007-03-02,Becoming Jane,5.2355,7.308,1187,,,2007
269258,de,"Before eleven years old Tilda's parents can put her beloved grandfather in an old people's home due to his progressing Alzheimer disease, she takes him on one last adventure that subliminally threatens to tear her family apart.",2014-12-25,Head Full of Honey,1.0081,7.3,354,"Comedy, Drama",Til Schweiger,2014
36728,ja,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",2009-08-01,Naruto Shippuden the Movie: The Will of Fire,9.1108,7.305,476,"Action, Adventure, Comedy, Drama, Fantasy, Animation",Masahiko Murata,2009
15601,en,"When Scooby and the gang get trapped in a video game created for the gang, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",2001-10-09,Scooby-Doo! and the Cyber Chase,3.3678,7.305,526,"Animation, Adventure, Comedy",Jim Stenstrum,2001
420809,en,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16,Maleficent: Mistress of Evil,15.2157,7.304,6201,"Family, Fantasy, Adventure",Joachim Rønning,2019
21032,en,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",1995-12-22,Balto,20.3464,7.304,2067,"Family, Animation, Adventure",Simon Wells,1995
10669,en,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972-08-18,Deliverance,2.746,7.304,1644,"Drama, Adventure, Thriller",John Boorman,1972
4771,en,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",2007-09-18,Gone Baby Gone,7.1962,7.304,3870,"Crime, Drama, Mystery",Ben Affleck,2007
304357,en,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",2015-03-20,Woman in Gold,5.156,7.303,1393,Drama,Simon Curtis,2015
338766,en,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016-08-11,Hell or High Water,7.1306,7.302,4552,"Western, Crime, Drama",David Mackenzie,2016
57212,en,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",2011-12-25,War Horse,6.9452,7.302,3455,"War, History, Adventure",Steven Spielberg,2011
11537,cn,"Everyone abuses and humiliates a downtrodden orphan until he befriends an old man, who turns out to be the last master of the snake fist fighting style. Jackie becomes the old man's student and finds himself in battle with the master of the eagle's claw style, who has vowed to destroy the snake fist clan.",1978-03-01,Snake in the Eagle's Shadow,1.691,7.3,324,"Action, Comedy",Yuen Woo-Ping,1978
535356,es,"The film tells the true story of Elisa Sánchez Loriga and Marcela Gracia Ibeas, two women in 1901 Spain who fell deeply in love. To overcome societal and legal barriers to their relationship, Elisa assumes a male identity, enabling the pair to marry in secret. Their daring act makes them the first recorded same-sex couple to marry in Spain, but their love is tested as they face relentless persecution and sacrifice.",2019-05-24,Elisa & Marcela,3.0896,7.3,387,"Drama, Romance",Isabel Coixet,2019
438148,en,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",2022-06-29,Minions: The Rise of Gru,17.8637,7.3,3716,"Family, Comedy, Adventure, Animation, Science Fiction, Fantasy",Kyle Balda,2022
45612,en,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",2011-03-30,Source Code,11.7888,7.3,8510,"Thriller, Science Fiction, Mystery",Duncan Jones,2011
12902,en,"While the gang travel to Scotland to visit Daphne's cousin and witness the annual Highland Games, they find themselves terrorized by the legendary Loch Ness Monster.",2004-05-20,Scooby-Doo! and the Loch Ness Monster,2.8205,7.3,428,"Family, Adventure, Animation, Comedy, Fantasy, Mystery",Scott Jeralds,2004
11948,ja,"Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",1983-05-28,"Merry Christmas, Mr. Lawrence",1.9206,7.3,477,"Drama, History, War",Nagisa Ōshima,1983
11886,en,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",1973-11-08,Robin Hood,5.8437,7.3,4415,"Animation, Family, Adventure",Wolfgang Reitherman,1973
8337,en,A lone drifter stumbles upon a unique pair of sunglasses that reveal aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.,1988-11-04,They Live,8.9754,7.3,3139,"Science Fiction, Action, Thriller",John Carpenter,1988
6619,it,"Composer Gustav von Aschenbach travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as Aschenbach.",1971-03-05,Death in Venice,2.3028,7.3,495,Drama,Luchino Visconti,1971
892,fr,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",1991-04-17,Delicatessen,3.7365,7.3,1493,"Comedy, Science Fiction, Fantasy",Jean-Pierre Jeunet,1991
603661,en,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",2021-12-09,The Hating Game,8.6086,7.299,1100,"Drama, Comedy, Romance",Peter Hutchings,2021
590223,en,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",2020-10-16,Love and Monsters,8.9093,7.299,4123,,,
508642,ko,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",2018-03-28,Gonjiam: Haunted Asylum,9.4511,7.302,758,"Horror, Mystery",Jung Bum-shik,2018
356296,it,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.",2015-10-14,Suburra,2.0519,7.299,1272,"Crime, Drama, Thriller",Stefano Sollima,2015
80184,es,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,2011-09-16,The Hidden Face,3.8465,7.3,1058,"Thriller, Mystery",Andrés Baiz,2011
20620,en,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity; one that comes with its own price.,1966-10-05,Seconds,3.2513,7.3,371,,,1966
3063,en,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,1933-11-12,Duck Soup,2.6866,7.298,792,"Comedy, War",Leo McCarey,1933
813,en,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,1980-07-02,Airplane!,11.3188,7.3,4626,Comedy,Jim Abrahams,1980
13932,en,"The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.",2005-03-15,Jack-Jack Attack,1.2769,7.297,943,"Adventure, Animation, Family",Brad Bird,2005
10938,en,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, where three teenagers edge towards adulthood.",1996-06-21,Beautiful Thing,1.349,7.297,315,"Comedy, Drama, Romance",Hettie Macdonald,1996
9502,en,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008-06-04,Kung Fu Panda,19.1998,7.297,11876,"Animation, Family, Comedy, Action, Adventure",Mark Osborne,2008
420814,en,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",2018-08-01,Christopher Robin,6.5248,7.296,2766,"Adventure, Comedy, Family, Fantasy",Marc Forster,2018
118412,ja,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012-06-23,Berserk: The Golden Age Arc II - The Battle for Doldrey,2.9047,7.3,423,"Animation, Action, Adventure, Drama, Fantasy",Toshiyuki Kubooka,2012
65229,fr,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",2011-04-20,Tomboy,2.2193,7.296,701,Drama,Céline Sciamma,2011
49538,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",2011-06-01,X-Men: First Class,0.6346,7.296,12930,,,
576845,en,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",2021-10-21,Last Night in Soho,8.3097,7.295,3529,"Horror, Mystery",Edgar Wright,2021
23566,en,"Corinne (Barbie) is a young country girl who heads to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",2009-09-15,Barbie and the Three Musketeers,5.8867,7.295,689,"Animation, Family",William Lau,2009
19913,en,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",2009-07-17,(500) Days of Summer,12.925,7.295,10373,"Comedy, Drama, Romance",Marc Webb,2009
17111,th,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",2004-09-09,Shutter,4.4418,7.297,1259,"Horror, Mystery, Thriller",Parkpoom Wongpoom,2004
11426,en,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953-08-28,From Here to Eternity,1.9504,7.3,646,"War, Romance, Drama",Fred Zinnemann,1953
1491,en,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",2006-08-18,The Illusionist,5.1061,7.295,4994,"Fantasy, Drama, Thriller, Romance",Neil Burger,2006
922,en,"William Blake, an accountant turned fugitive, is on the run. During his travels, he meets a Native American man called Nobody, who guides him on a journey to the spiritual world.",1995-12-23,Dead Man,5.5901,7.295,1602,"Drama, Fantasy, Western",Jim Jarmusch,1995
87,en,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",1984-05-23,Indiana Jones and the Temple of Doom,13.6653,7.295,9489,"Adventure, Action",Steven Spielberg,1984
3,fi,"Nikander, a rubbish collector and would-be entrepreneur, finds his plans for success dashed when his business associate dies. One evening, he meets Ilona, a down-on-her-luck cashier, in a local supermarket. Falteringly, a bond begins to develop between them.",1986-10-17,Shadows in Paradise,1.6863,7.295,410,"Comedy, Drama, Romance",Aki Kaurismäki,1986
408220,en,"When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind.",2017-01-24,Justice League Dark,5.2006,7.294,1076,"Animation, Action, Adventure, Fantasy, Science Fiction",Jay Oliva,2017
408220,en,"When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind.",2017-01-24,Justice League Dark,5.2006,7.294,1076,,,2017
318121,en,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016-06-16,The Fundamentals of Caring,4.521,7.294,2199,"Comedy, Drama",Rob Burnett,2016
15362,fr,"After nearly two decades of legendary criminal feats, making him France's most notorious criminal while simultaneously feeding his desire for media attention and public adoration, Mesrine becomes increasingly paranoid and isolated, leading to a dramatic confrontation with the law that ultimately seals his fate as the nation's most infamous public enemy.",2008-11-19,Mesrine: Public Enemy #1,2.0848,7.294,889,"Action, Thriller, Crime, Drama",Jean-François Richet,2008
38142,ja,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",2007-03-03,5 Centimeters per Second,8.0102,7.293,1993,"Animation, Romance, Drama",Makoto Shinkai,2007
14554,en,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1955-01-13,Bad Day at Black Rock,2.632,7.293,375,"Thriller, Mystery, Western",John Sturges,1955
493922,en,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",2018-06-07,Hereditary,23.6836,7.292,7911,"Horror, Mystery, Thriller",Ari Aster,2018
390497,ko,"A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.",2016-08-10,Tunnel,4.8263,7.292,593,"Crime, Thriller",Rodrigo Grande,2016
11197,sv,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",2003-09-16,Evil,2.7835,7.292,353,,,
259693,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,2016-06-08,The Conjuring 2,14.7915,7.291,8561,Horror,James Wan,2016
228194,en,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,2014-08-06,The Hundred-Foot Journey,3.0778,7.291,1457,"Drama, Comedy",Lasse Hallström,2014
46919,cs,Two teenage girls embark on a series of destructive pranks in which they consume and destroy the world around them.,1966-12-30,Daisies,2.3862,7.3,385,"Comedy, Drama",Věra Chytilová,1966
15487,en,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",2005-09-30,The Greatest Game Ever Played,2.5951,7.3,496,Drama,Bill Paxton,2005
10654,en,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",1979-03-15,Hair,2.5041,7.291,676,"Music, Drama, Comedy",Miloš Forman,1979
809,en,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",2004-05-19,Shrek 2,23.8361,7.291,12626,"Animation, Family, Comedy, Fantasy, Adventure, Romance",Andrew Adamson,2004
177,en,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,1991-09-20,The Fisher King,1.8934,7.291,1369,"Comedy, Drama",Terry Gilliam,1991
104,de,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998-08-20,Run Lola Run,3.5939,7.291,2343,"Action, Drama, Thriller",Tom Tykwer,1998
121642,it,"Full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of Sarajevo. A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.",2012-09-13,Twice Born,1.0152,7.3,453,"Drama, Romance, War",Sergio Castellitto,2012
14551,en,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives.",1950-07-12,Winchester '73,1.1458,7.29,365,Western,Anthony Mann,1950
558,en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",2004-06-25,Spider-Man 2,10.0892,7.3,15437,"Action, Adventure, Science Fiction",Sam Raimi,2004
449406,en,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2021-07-30,Vivo,6.2709,7.289,715,"Animation, Family, Comedy",Kirk DeMicco,2021
199,en,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",1996-11-22,Star Trek: First Contact,4.2362,7.289,1804,"Science Fiction, Action, Adventure, Thriller",Jonathan Frakes,1996
959604,fr,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together.",2024-10-16,Beating Hearts,8.2851,7.288,687,"Romance, Crime, Drama",Gilles Lellouche,2024
258230,en,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,2016-10-07,A Monster Calls,5.2324,7.288,3396,"Fantasy, Adventure, Family",J.A. Bayona,2016
93289,fr,"1940: During the chaotic running fights of the French army the 7th company disappears - nobody knows they've been taken captive. Only their scouting patrol, three witty but lazy guys, can escape and now wanders around behind the German lines. They'd like to just stay out the fights, but a Lieutenant urges them to use a captured truck to break through to their troops.",1973-05-24,Now Where Did the Seventh Company Get to?,2.2892,7.288,360,"Comedy, War",Robert Lamoureux,1973
36040,en,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",1971-07-01,Walkabout,3.6742,7.288,408,"Adventure, Drama",Nicolas Roeg,1971
550231,en,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",2020-04-16,The Secret: Dare to Dream,7.4933,7.287,621,"Drama, Romance",Andy Tennant,2020
40794,it,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",2010-02-12,Loose Cannons,1.3442,7.287,782,"Comedy, Drama, Romance",Ferzan Özpetek,2010
6404,de,A real estate agent leaves behind his beautiful wife to go to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar.,1979-01-17,Nosferatu the Vampyre,4.1985,7.3,978,"Drama, Horror",Werner Herzog,1979
3176,ja,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",2000-12-16,Battle Royale,5.5168,7.287,3500,"Drama, Thriller, Action",Kinji Fukasaku,2000
837335,it,"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",2023-10-12,La Chimera,3.9549,7.286,453,"Drama, Fantasy, Comedy",Alice Rohrwacher,2023
446893,en,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",2020-03-11,Trolls World Tour,14.7206,7.286,2166,"Family, Animation, Comedy, Fantasy, Adventure, Music",Walt Dohrn,2020
114150,en,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",2012-09-28,Pitch Perfect,6.0818,7.286,6611,"Comedy, Music, Romance",Jason Moore,2012
53457,fr,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",2010-09-16,Sarah's Key,3.2591,7.286,684,,,
39108,ja,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,1995-07-15,Dragon Ball Z: Wrath of the Dragon,7.8243,7.286,735,"Animation, Action, Science Fiction",Mitsuo Hashimoto,1995
13446,en,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",1987-06-19,Withnail & I,1.5911,7.3,571,,,
11647,cn,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film.",2003-10-01,Infernal Affairs II,2.0201,7.286,428,"Crime, Drama, Action",Andrew Lau Wai-Keung,2003
10112,en,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",1970-12-24,The Aristocats,6.8362,7.286,5094,"Animation, Comedy, Family, Adventure",Wolfgang Reitherman,1970
941,en,"Buttoned-down veteran LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who — distraught after his wife's death — has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",1987-03-06,Lethal Weapon,10.3883,7.286,4662,"Action, Comedy, Thriller",Richard Donner,1987
779,de,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,1932-05-06,Vampyr,1.9882,7.286,541,"Horror, Fantasy, Mystery",Carl Theodor Dreyer,1932
842675,zh,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",2023-01-22,The Wandering Earth II,10.7246,7.285,612,,,
16646,ru,"A ghost and a French marquis wander through the Winter Palace in St Petersburg, encountering scenes from many different periods of its history.",2002-05-22,Russian Ark,1.1983,7.285,470,"Drama, Fantasy, History",Aleksandr Sokurov,2002
2759,en,"Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and exploring new horizons.",1994-05-31,"The Adventures of Priscilla, Queen of the Desert",6.0365,7.3,822,"Drama, Comedy",Stephan Elliott,1994
1433,es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",2001-04-20,The Devil's Backbone,2.4175,7.285,1243,"Fantasy, Drama, Horror, Thriller",Guillermo del Toro,2001
416494,en,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",2018-02-09,Status Update,6.2772,7.284,544,"Comedy, Fantasy, Science Fiction",Scott Speer,2018
610120,en,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019-06-27,Anima,1.1708,7.283,445,Music,Paul Thomas Anderson,2019
571468,it,Four super-powered circus freaks find themselves trapped in war-torn Rome after their foster father is captured by the Nazis.,2021-10-28,Freaks Out,1.4814,7.283,911,"Adventure, Fantasy, Drama",Gabriele Mainetti,2021
284689,en,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",2015-01-16,Testament of Youth,5.2544,7.283,757,"History, Drama, War",James Kent,2015
44741,it,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",1973-03-29,Malicious,5.2787,7.283,315,Comedy,Salvatore Samperi,1973
25673,en,A young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition.,1951-06-12,A Place in the Sun,1.269,7.3,391,"Drama, Romance, Crime",George Stevens,1951
9587,en,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994-12-21,Little Women,7.0873,7.283,1253,"Drama, Romance",Gillian Armstrong,1994
2270,en,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",2007-08-10,Stardust,6.331,7.3,4136,"Adventure, Fantasy, Romance, Family",Matthew Vaughn,2007
17814,en,"The skeleton staff of a police station, in a deserted neighborhood, that is closing down the next day are under attack all night by the overwhelming numbers of a relentless street gang bent on revenge.",1976-10-08,Assault on Precinct 13,2.4984,7.282,1109,"Thriller, Action, Crime",John Carpenter,1976
